[2025-01-27 09:38:46,786: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:38:47,240: INFO: Login: Entering the login process function]
[2025-01-27 09:40:37,369: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:40:37,939: INFO: Login: Entering the login process function]
[2025-01-27 09:40:43,188: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:40:43,403: INFO: token: Entering access token validation method ]
[2025-01-27 09:40:43,405: ERROR: token: Token is invalid does not contain required fields]
[2025-01-27 09:40:43,999: ERROR: token: Token is invalid does not match requeird token]
[2025-01-27 09:41:08,941: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:41:09,525: INFO: Login: Entering the login process function]
[2025-01-27 09:41:31,037: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:41:43,088: INFO: token: Entering access token validation method ]
[2025-01-27 09:41:48,204: ERROR: token: Token is invalid does not contain required fields]
[2025-01-27 09:43:27,238: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:43:27,834: INFO: Login: Entering the login process function]
[2025-01-27 09:43:57,719: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:44:03,801: INFO: token: Entering access token validation method ]
[2025-01-27 09:52:48,929: ERROR: token: Token is invalid does not contain required fields]
[2025-01-27 09:52:53,048: ERROR: token: Token is invalid does not match requeird token]
[2025-01-27 09:53:09,803: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:53:09,965: INFO: Login: Entering the login process function]
[2025-01-27 09:53:20,354: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:53:26,959: INFO: token: Entering access token validation method ]
[2025-01-27 09:53:36,975: ERROR: token: Token is invalid does not contain required fields]
[2025-01-27 09:54:06,130: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:54:06,504: INFO: Login: Entering the login process function]
[2025-01-27 09:54:16,541: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:54:23,736: INFO: token: Entering access token validation method ]
[2025-01-27 09:59:50,831: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 09:59:51,226: INFO: Login: Entering the login process function]
[2025-01-27 09:59:59,184: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:00:01,927: INFO: token: Entering access token validation method ]
[2025-01-27 10:00:30,805: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:00:31,034: INFO: Login: Entering the login process function]
[2025-01-27 10:00:41,972: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:01:03,762: INFO: token: Entering access token validation method ]
[2025-01-27 10:03:55,476: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:03:55,808: INFO: Login: Entering the login process function]
[2025-01-27 10:04:06,640: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:04:11,608: INFO: token: Entering access token validation method ]
[2025-01-27 10:04:23,181: INFO: token: Entering access token validation method ]
[2025-01-27 10:05:55,565: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:05:55,904: INFO: Login: Entering the login process function]
[2025-01-27 10:06:07,868: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:06:08,021: INFO: token: Entering access token validation method ]
[2025-01-27 10:06:13,247: INFO: token: Entering access token validation method ]
[2025-01-27 10:09:57,076: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:09:57,432: INFO: Login: Entering the login process function]
[2025-01-27 10:10:09,375: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:10:13,629: INFO: token: Entering access token validation method ]
[2025-01-27 10:10:16,104: INFO: token: Entering access token validation method ]
[2025-01-27 10:10:54,762: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:10:54,997: INFO: posthog: Anonymized telemetry enabled. See                     https://docs.trychroma.com/telemetry for more information.]
[2025-01-27 10:11:02,785: INFO: SentenceTransformer: Use pytorch device_name: cpu]
[2025-01-27 10:11:02,786: INFO: SentenceTransformer: Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2]
[2025-01-27 10:11:13,076: INFO: token: Entering access token validation method ]
[2025-01-27 10:11:56,518: INFO: token: Entering access token validation method ]
[2025-01-27 10:14:16,956: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:14:17,319: INFO: Login: Entering the login process function]
[2025-01-27 10:14:31,136: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:14:32,976: INFO: token: Entering access token validation method ]
[2025-01-27 10:14:44,898: INFO: token: Entering access token validation method ]
[2025-01-27 10:14:50,686: INFO: common: yaml file: config\config.yaml loaded successfully]
[2025-01-27 10:14:50,873: INFO: posthog: Anonymized telemetry enabled. See                     https://docs.trychroma.com/telemetry for more information.]
[2025-01-27 10:14:58,116: INFO: SentenceTransformer: Use pytorch device_name: cpu]
[2025-01-27 10:14:58,117: INFO: SentenceTransformer: Load pretrained SentenceTransformer: sentence-transformers/all-MiniLM-L6-v2]
[2025-01-27 10:15:05,441: INFO: token: Entering access token validation method ]
[2025-01-27 10:15:24,093: INFO: _client: HTTP Request: POST http://127.0.0.1:11434/api/generate "HTTP/1.1 200 OK"]
[2025-01-27 10:15:38,884: INFO: _client: HTTP Request: POST http://127.0.0.1:11434/api/generate "HTTP/1.1 200 OK"]
[2025-01-27 10:16:01,904: INFO: _client: HTTP Request: POST http://127.0.0.1:11434/api/generate "HTTP/1.1 200 OK"]
